Practice Number,Practice Name,Dispensing,Physical Address,City or Town,Province,Telephone Number,Longitude,Latitude,Map
92150,MATHEBULA,Yes,"4590 Cnr Sotho & Malandela, Street, Tsakane",Brakpan,Gauteng,011 7382814,28°22′36.503″E,26°21′10.715″S,View Map
92959,SALEH,Yes,"Building 1 Unit 2 Visiomed, Office Park 269 Beyers Naudé, Blackheath",Randburg,Gauteng,011 6786740,27°58′19.041″E,26°7′52.48″S,View Map
97934,PILLAY,Yes,"Benoni Health Centre, 54 Harpur Avenue, Benoni",Benoni,Gauteng,011 8453563,28°19′16.323″E,26°11′31.67″S,View Map
101435,NAICKER,Yes,"Shop C02e Atlyn Shopping Centre, Phudufufu Street, Atteridgeville",Pretoria,Gauteng,012 3730303,28°5′24.163″E,25°46′12.185″S,View Map
104973,BALOYI,Yes,"4362 Extension 3, Zamdela",Sasolburg,Gauteng,016 9741076,27°52′9.255″E,26°51′58.416″S,View Map
108359,RAMPHELE,Yes,"Tsenelong Section, 318 Cnr Kutse & Etosha Street, Tembisa",Tembisa,Gauteng,011 9241993,28°13′1.498″E,26°0′0.474″S,View Map
108448,TABANE,Yes,"Section U, 6925 Magnolia Street, Mamelodi West",Pretoria,Gauteng,012 8050164,28°20′54.506″E,25°43′4.765″S,View Map
109878,NTENJWA-MAYABA,Yes,"7930 Cnr Xaba & Nkaki Street, Tokoza",Thokoza,Gauteng,011 8601234,28°8′15.183″E,26°20′45.043″S,View Map
113158,ITSWENG,No,"Section T, 8498 Khubone Drive, Mamelodi West",Pretoria,Gauteng,012 8053631,28°20′38.09″E,25°42′39.365″S,View Map
125261,KAZI,Yes,"Suite101 Midrand City, Old Pretoria Road, Halfway House",Midrand,Gauteng,011 3153283,28°7′34.701″E,25°59′55.811″S,View Map
131148,ALEKAR,Yes,"51 Commando Road, Industria",Johannesburg,Gauteng,011 4741426,27°57′53.862″E,26°11′27.628″S,View Map
137391,LAHER,Yes,"313 Commissioner Street, Jeppestown",Johannesburg,Gauteng,010 0233965,28°3′46.083″E,26°12′10.668″S,View Map
137448,REBESE,Yes,"Room 628 Eyethu Medical Centre, Cnr Chris Hani & Vilakazi Road, Dlamini Ext 1",Soweto,Gauteng,011 9866275,27°52′29.037″E,26°16′14.941″S,View Map
139130,MATEBULA,Yes,"1493 Camel Crescent, Diepkloof Ext",Diepkloof,Gauteng, ,27°57′25.172″E,26°15′0″S,View Map
144096,CASSIM,No,"Medpark Building, 2 N J Van Der Merwe Crescent, Sasolburg",Sasolburg,Gauteng,016 0040012,27°49′33.568″E,26°48′41.708″S,View Map
147125,VAN STADEN,No,"10 Cardigan Street, Dalview",Brakpan,Gauteng,010 534 6677,28°21′18.288″E,26°14′44.844″S,View Map
149144,KHAN,Yes,"212 Perry Avenue, Eersterus",Pretoria,Gauteng,012 8067401,28°18′28.881″E,25°42′58.131″S,View Map
150924,BEEKA,No,"The Family Practice, 356 Seventh Road, Halfway Gardens",Midrand,Gauteng,011 3156405,28°6′43.099″E,25°59′13.577″S,View Map
153591,SIBEKO,No,"Shop 12 Ekspa Building, D F Malan Street, Vanderbijlpark",Vanderbijlpark,Gauteng,016 9311389,27°50′15.223″E,26°41′51.904″S,View Map
153753,MOLOTO,Yes,"Mayibuye Shopping Centre, 6-409 Rotweiler Street, Commercia",Midrand,Gauteng,011 3107989,28°10′31.304″E,26°1′59.354″S,View Map
154601,WA MATAMBA,Yes,"Olifantsfontein Shopping Centre, Main Road, Clayville Industrial",Olifantsfontein,Gauteng,011 3161017,28°14′16.314″E,25°58′7.063″S,View Map
157422,KUNZMANN,Yes,"Suite 17 G Eting Centre, 211 Beckett Street, Arcadia",Pretoria,Gauteng,012 3442211,28°13′1.864″E,25°44′40.95″S,View Map
157716,MABASA,Yes,"Shop 2 Palm Springs Mall, Cnr St Patrick & Falcon Road, Vereeniging",Vereeniging,Gauteng,016 5811401,27°50′51.108″E,26°29′49.056″S,View Map
170038,SACK,Yes,"Carecross, 95 High Street, Brixton",Johannesburg,Gauteng,011 8377777,27°59′49.02″E,26°11′35.736″S,View Map
172650,MARAPYANE,Yes,"29 September Drive, Tembisa",Tembisa,Gauteng,011 9252084,28°11′4.788″E,26°0′32.633″S,View Map
173452,ROOKNOODEEN,Yes,"69 Pretoria Street, Krugersdorp",Krugersdorp,Gauteng,011 6607374,27°46′13.548″E,26°5′50.46″S,View Map
176508,GREY P C & DE BEER J J,No,"347 Dey Street, Nieuw Muckleneuk",Pretoria,Gauteng,012 4608804,28°13′54.014″E,25°46′29.641″S,View Map
178268,MADISAKWANE,Yes,"Suite 10 Zanspruit Value Center, Cnr Beyers Naude Peter Road",Honeydew,Gauteng,078 5767098,27°54′5.568″E,26°3′37.509″S,View Map
178683,BHABHA B A & BHABHA Z,Yes,23 Nicol Road,Bedfordview,Gauteng,011 6157214,28°7′31.26″E,26°10′48.036″S,View Map
179043,CHABALALA MIHLOTI INCORPORATED,Yes,"7830 Noko Street, Protea Glen Ext 11",Soweto,Gauteng,011 2970290,27°47′58.246″E,26°16′15.759″S,View Map
179264,ABOUCHABKI,No,"4th Floor Hatfield Plaza, 1122 Burnett Street, Hatfield",Pretoria,Gauteng,012 3625870,28°14′8″E,25°45′0″S,View Map
180173,JAPHTA,Yes,"17 Mkhoma Street, Tokoza Ext 2",Thokoza,Gauteng,011 3859709,28°8′8.574″E,26°21′58.942″S,View Map
180300,MABELA,Yes,"2170 Erf/70 Opposite Spar, Supermarket C/o Amandla &, Freedom Drive",Braamfischerville,Gauteng,010 2990035,27°52′0.791″E,26°12′6.709″S,View Map
180696,RASDIEN,Yes,"35 Cnr Hexriviersberg Avenue &, Olywenhout Street, Bosmont",Randburg,Gauteng,011 4747864,27°57′14.422″E,26°11′8.813″S,View Map
192759,HASSIM,Yes,"68 Mint Road, Fordsburg",Johannesburg,Gauteng,011 8348227,28°1′16.924″E,26°12′11.346″S,View Map
199915,MADI,Yes,"Shop 9 Karenpark Crossing Mall, Cnr Doreg & Heinrich Avenue, Karenpark",Akasia,Gauteng,087 8021713,28°6′26.099″E,25°40′15.919″S,View Map
205869,MOOSAJEE M A S & PARTNER,Yes,"Medical Centre, 135 Rose Avenue, Lenasia Ext 2",Lenasia,Gauteng,011 8545959,27°50′8.294″E,26°19′19.544″S,View Map
892,GOVENDER,Yes,"437 Clark Road, Glenwood",Durban,Kwazulu Natal,031 2013095,30°59′19.14″E,29°51′14.76″S,View Map
5568,MOODLEY,Yes,"215 Croftdene Drive, Croftdene",Chatsworth,Kwazulu Natal,031 4035496,30°53′39.616″E,29°55′22.389″S,View Map
10685,RAJKISSOR & VANMARIE INCORPORATE,Yes,"Merebank Railway Station, 1467 South Coast Road, Mobeni",Durban South,Kwazulu Natal,031 4625458,30°57′27.343″E,29°56′41.176″S,View Map
15083,MOODLEY,Yes,"189 Umhlanga Rocks Drive, Durban North",Durban North,Kwazulu Natal,031 5630518,31°2′22.647″E,29°46′4.331″S,View Map
15466,MHLUNGU,Yes,"Crompton Health Centre, 50 Josiah Gumede Road, Pinetown",Pinetown,Kwazulu Natal,031 7021719,30°51′34.856″E,29°48′54.423″S,View Map
31577,RADHAKISSON,Yes,"Netcross Medical Centre, 2 Anchova Place, Newlands East",Newlands East,Kwazulu Natal,031 5777897,30°58′46.08″E,29°46′7.716″S,View Map
48887,GOVENDER,Yes,"Shop 3 Christain Village Mall, 46 Old Main Road",Hillcrest,Kwazulu Natal,031 7618190,30°56′49.92″E,29°30′38.52″S,View Map
70009,VISAGIE,Yes,"Matshana Reserve, Lot 112, Old Main Road",Underberg,Kwazulu Natal,033 7011105,29°29′58.128″E,29°47′37.237″S,View Map
70467,RAMSUMER,Yes,"455 Gopalall Hurbans Road, Gandhi's Hill",Tongaat,Kwazulu Natal,032 9448608,31°7′12.318″E,29°33′50.719″S,View Map
71056,SOMERA,Yes,"Shop 2 Ally Centre, Calendula Avenue, Craigieburn",Umkomaas,Kwazulu Natal,039 9796791,30°45′12.417″E,30°12′9.863″S,View Map
71374,MAHARAJ,Yes,"Amen Medical Centre, 55 George Sewpersadh Street, Verulam",Verulam,Kwazulu Natal,032 5331190,31°2′54.949″E,29°38′31.002″S,View Map
73490,GOVENDER,Yes,"2 Camelia End, Trenance Park",Amaotana,Kwazulu Natal,032 5357639,31°0′48.951″E,29°39′35.869″S,View Map
73946,GOVENDER,Yes,"550 Mountbatten Drive, Reservoir Hills",Durban,Kwazulu Natal,031 2622797,30°57′30.413″E,29°48′5.102″S,View Map
78859,CHATHURY,Yes,"Shop 13 Springfield Park, 17 Palmfield Road, Springfield Park",Durban,Kwazulu Natal,031 5795541,30°59′53.468″E,29°48′19.653″S,View Map
89710,NKOSI,No,"Shop 12 Bus & Taxi City, Inkosi Mtubatuba Road, Mtubatuba",Mtubatuba,Kwazulu Natal,035 5500208,32°11′17.063″E,28°24′51.624″S,View Map
99724,SING,No,"North Beach Medical Centre, 37 Sol Harris Crescent, North Beach",Durban,Kwazulu Natal,031 3326060,31°1′58.248″E,29°50′28.861″S,View Map
100110,LEKHA,Yes,"Shop 2 Ushaka Square, 64 Old Main Road, Shakaskraal",Dolphin Coast,Kwazulu Natal, ,31°13′13.216″E,29°26′56.348″S,View Map
100358,DE BRUIN,Yes,"21 Egerton Road, Ladysmith",Ladysmith,Kwazulu Natal,036 6377018,29°47′2.636″E,28°33′1.351″S,View Map
103292,NXUMALO,Yes,"Shop 3 Shivile Centre, 1 Jacob Cohn Street, Melmoth",Melmoth,Kwazulu Natal,035 4507120,31°24′1.326″E,28°35′35.478″S,View Map
109754,RAWAT,Yes,"333 Randles Road, Sydenham",Berea,Kwazulu Natal,031 2082030,30°59′3.35″E,29°50′5.646″S,View Map
127590,MAGUBANE,Yes,"Unit T13 Mapumulo Thusong, Centre 1106 Zazi Road, Maphumulo",Kwadukuza,Kwazulu Natal,032 4812167,30°53′26.938″E,29°47′12.766″S,View Map
128082,MOTALA,Yes,"Shop 9 Murray Square, 46 Josiah Gumede Road, Pinetown",Pinetown,Kwazulu Natal,031 7024870,30°51′34.39″E,29°48′55.4″S,View Map
140201,AZMUTH,Yes,"19 Roland Chapman Drive, Montclair",Durban South,Kwazulu Natal,031 4622573,30°58′29.9″E,29°55′1.536″S,View Map
140287,LAZARUS,Yes,"Suite 11b Chatsworth Centre, 17 Joyhurst Street, Westcliff",Chatsworth,Kwazulu Natal,031 4038383,30°52′53.045″E,29°54′46.593″S,View Map
143774,NTULI,Yes,"Lot No 19, Flint Street",Nqutu,Kwazulu Natal,034 2710442,30°40′4.094″E,28°12′52.016″S,View Map
151505,JAGARNATH,Yes,"Howick Medical Centre, 20 Bell Street, Howick",Howick,Kwazulu Natal,033 3305949,30°13′54.236″E,29°29′3.846″S,View Map
165395,AMEER,Yes,"122 Albert Street, Estcourt",Estcourt,Kwazulu Natal,036 3521386,29°52′33.541″E,29°0′23.476″S,View Map
166553,VAN SCHALKWYK & PARTNERS,No,"157 Victoria Road, Pietermaritzburg",Pietermaritzburg,Kwazulu Natal,033 3458010,30°22′16.089″E,29°35′49.664″S,View Map
169927,PADAYACHEE,Yes,"14 Bisset Street, Umkomaas",Umkomaas,Kwazulu Natal,039 9732361,30°48′1.089″E,30°12′10.994″S,View Map
174513,MOLIFE,No,"3241 Isibhubhu Street, Esikhawini",Empangeni,Kwazulu Natal,035 7962325,31°54′57.676″E,28°52′3.662″S,View Map
182087,GELDENHUYS,Yes,"34 Generaal Botha Street, Memel",Memel,Kwazulu Natal,058 9240442,29°34′1.285″E,27°40′56.638″S,View Map
184284,CHETTY,No,"Shop 22 1st Floor Glenwood, Village Centre 397 Che Guevara, Glenwood",Berea,Kwazulu Natal,031 2012519,30°59′48.644″E,29°51′15.953″S,View Map
189227,MANGA,No,"Southgate Medical Centre, 19 Trelawney Road, Bisley",Pietermaritzburg,Kwazulu Natal,033 3482017,30°22′58.296″E,29°38′22.74″S,View Map
190012,ESSACK,Yes,"7 Uplands Road, Margate",Margate,Kwazulu Natal,039 3171386,30°22′4.617″E,30°51′50.12″S,View Map
199435,BUDHOO,Yes,"Shop 11 Aslam Heights, 612 Randles Road, Sydenham",Berea,Kwazulu Natal,031 2073499,30°58′58.042″E,29°49′35.764″S,View Map
201138,HUISAMEN,Yes,"Shop 5-6 Bay Centre, 59 Bullion Boulevard",Richards Bay,Kwazulu Natal,035 7897805,32°2′56.98″E,28°45′15.371″S,View Map
204358,MKWANAZI,No,"Stand A7278 Osizweni Medical, Centre, Osizweni",Newcastle,Kwazulu Natal,082 9234037,30°9′42.541″E,27°46′41.189″S,View Map
206326,PILLAY,Yes,"99 Buldana Road, Merebank",Durban South,Kwazulu Natal,031 4612821,30°58′50.142″E,29°57′49.208″S,View Map
208515,BUDHOO,Yes,"286 Sea Cow Lake Road, Sea Cow Lake",Durban North,Kwazulu Natal,031 5792533,31°0′21.211″E,29°48′14.879″S,View Map
210080,NTSHANGASE,Yes,"Ladysmith Medical Centre, 271b Murchison Street, Ladysmith",3370,Kwazulu Natal,036 6314859,29°46′57.995″E,28°33′21.996″S,View Map
215481,SHANGE,Yes,"Suite 540 Commercial City, Building 40 Dr A B Xuma Street, Durban",Durban,Kwazulu Natal,031 3051922,31°1′18.134″E,29°51′23.292″S,View Map
217662,SIECKER,No,"42 Voortrekker Street, Newcastle",Newcastle,Kwazulu Natal,034 3151557,29°56′3.239″E,27°45′32.998″S,View Map
221597,FIRMIN,Yes,"382 Tara Road, 2nd Building, Bluff",Durban,Kwazulu Natal,031 0652951724,30°59′51.252″E,29°55′25.723″S,View Map
230502,NGCOBO,Yes,"Shop 1 Mandini Square Centre, 502 Long Street, Mandeni",Mandini,Kwazulu Natal,032 4562227,31°24′38.057″E,29°9′18.312″S,View Map
235261,S R PATEL INCORPORATED,Yes,"Shop 101 Checkers Southway Mall, 27 Titren Road, Sea View",Durban South,Kwazulu Natal,031 4658723,30°58′26.775″E,29°53′52.421″S,View Map
235334,DR Y MAHARAJ INC,Yes,"Standard Bank Building, 21 Power Drive, Prospecton",Prospecton,Kwazulu Natal,031 9022208,30°55′48.083″E,30°0′15.278″S,View Map
235342,S JHUGROO INCORPORATED,Yes,"1st Floor Union Centre, 45 Josiah Gumede Road, Pinetown",Pinetown,Kwazulu Natal,031 7010603,30°51′34.08″E,29°48′50.776″S,View Map
238953,DR A RAMLUKHEN INCORPORATED,Yes,"525-527 Anton Lembede Street, Durban",Durban,Kwazulu Natal,031 3061112,31°0′53.83″E,29°51′40.146″S,View Map
242470,DUKI,No,"53 Alhambra Drive, Mount View",Verulam,Kwazulu Natal,032 5336637,31°1′58.137″E,29°39′9.756″S,View Map
247839,ABOOBAKER,Yes,"Shop 1 The Meridian, 6 Meridian Drive, Umhlanga Ridge",Umhlanga,Kwazulu Natal,031 5664439,31°3′46.39″E,29°43′22.465″S,View Map
248185,MATHAILA,Yes,No 1124 Section 2,Madadeni,Kwazulu Natal,034 3291425,30°2′12.84″E,27°44′56.04″S,View Map
250236,MASINGA,No,"Shop 6 Melmoth Plaza, Reinhold Street, Melmoth",Melmoth,Kwazulu Natal,035 4500000,31°24′8.035″E,28°35′21.75″S,View Map
251151,MATHABELA,Yes,"P449 Road, Jozini",Jozini,Kwazulu Natal,076 8839724,32°6′22.748″E,27°26′26.917″S,View Map
254207,MAHARAJ,Yes,"Sondela Trading Store, Manqoba Road, Bothas Hill",Outer West Durban,Kwazulu Natal,031 7774627,30°45′25.727″E,29°41′38.31″S,View Map
262536,SIFO,Yes,"1 Balloon Street, Matatiele",Matatiele,Kwazulu Natal,039 7373782,28°48′20.846″E,30°20′10.68″S,View Map
266914,LAZARUS,Yes,"Shop 7c Jamaica Junction, 66 Olympia Street, Shallcross",Queensburgh,Kwazulu Natal,031 4097411,30°51′38.546″E,29°52′57.42″S,View Map
281247,BISRAM,Yes,"139 George Sewpersadh Street, Grange",Verulam,Kwazulu Natal,032 5334118,31°2′28.655″E,29°38′22.146″S,View Map
289132,GOVENDER,Yes,"Shop 4 Hibberdene Village Mall, Marlin Drive, Hibberdene",Hibberdene,Kwazulu Natal,039 6992723,30°34′21.076″E,30°34′44.522″S,View Map
300152,NAICKER,No,"125 Welbedacht Road, Risecliff",Chatsworth,Kwazulu Natal,031 4045885,30°51′28.77″E,29°54′53.792″S,View Map
301698,KHUMALO,Yes,"Shop 23 Mpophomeni Shopping, Mall 1043 Mandela Drive, Mpophomeni",Umhlabuyalingana Rural,Kwazulu Natal,033 3291013,30°10′45.403″E,29°33′10.165″S,View Map
325864,BADLOO,Yes,"Shop 4 Amanat Centre, 21 Centre Street, Newcastle",Newcastle,Kwazulu Natal,081 3339888,29°54′46.661″E,27°45′45.133″S,View Map
338591,NODADA,Yes,"156 Pine Street, Greytown",Greytown,Kwazulu Natal,033 4132044,30°35′20.62″E,29°3′40.625″S,View Map
339040,NAIDOO,Yes,"69 King Shaka Street, Kwadukuza",Kwadukuza,Kwazulu Natal,032 5511544,31°17′32.912″E,29°20′20.338″S,View Map
342815,DR M BHIMAN 196 INC,Yes,"75 Wick Street, Verulam",Verulam,Kwazulu Natal,032 5332164,31°2′49.501″E,29°38′35.153″S,View Map
360775,COOPSAMY,Yes,"Shop 5 Starwood Mall, 3 Andromeda Street, Starwood",Durban,Kwazulu Natal,031 5009080,31°0′7.982″E,29°42′16.368″S,View Map
369578,ABOOBAKER INCORPORATED,Yes,"Shop 3, V863",Umlazi,Kwazulu Natal,031 9068448,30°55′39.208″E,29°57′32.061″S,View Map
383406,NAIDOO,No,"65 Main Road, Malvern",Durban,Kwazulu Natal,031 4643001,30°55′30.586″E,29°52′48.222″S,View Map
393010,PARUK AND MAHOMEDI,Yes,"15 Posselt Road, New Germany",Pinetown,Kwazulu Natal,031 7051931,30°53′30.316″E,29°47′51.545″S,View Map
393177,N GOVENDER AND PARTNERS INCORPOR,Yes,"Shop 1a Phoenix Plaza, 19 Parthenon Street, Phoenix",Phoenix,Kwazulu Natal,031 5004791,31°0′18.999″E,29°42′5.53″S,View Map
405744,NAIDOO,Yes,"Shop 5 Lot 32 Ushaka Medical, Centre Old Main Road, Dolphin Coast",Dolphin Coast,Kwazulu Natal,084 7699486,31°13′4.266″E,29°28′40.488″S,View Map
407445,SMITH,No,"13 Jan Kemp Street, Pongola",Pongola,Kwazulu Natal,034 4132135,31°36′40.862″E,27°22′37.295″S,View Map
433802,NXUMALO,Yes,Po Box 2072,Vryheid,Kwazulu Natal,034 9832165,,,
439622,PILLAY,No,"Suite 4 The Odyssey Ballito, 1 Simbithi Drive, Ballito",Dolphin Coast,Kwazulu Natal,032 9431111,31°12′24.371″E,29°31′36.518″S,View Map
448257,KATHRADA,No,"658 Marine Drive, Brighton Beach",Bluff,Kwazulu Natal,031 4671631,31°0′7.498″E,29°56′19.549″S,View Map
452920,NGWENYA,Yes,"Shop 36 Queensmead Mall, 95 Teignmouth Road, Umbilo",Berea,Kwazulu Natal,031 2050568,30°59′1.492″E,29°52′57.965″S,View Map
461369,MAHOMED KAJEE AND MOHAMED KADER,Yes,"Suite 1 Mahomed Medical Centre, 8 Pardy Road, Isipingo Rail",Isipingo,Kwazulu Natal,031 9029740,30°55′35.178″E,29°59′4.107″S,View Map
469548,HANSRAJ K AND ASSOCIATE,Yes,"464 Inanda Road, Parlock",Newlands West,Kwazulu Natal,031 5771322,30°58′49.239″E,29°47′59.146″S,View Map
479403,NDLOVU,Yes,"Superspar Building, 24 Josiah Gumede Road, Pinetown",Pinetown,Kwazulu Natal,031 9409761,30°51′25.476″E,29°48′51.04″S,View Map
481726,S A MAZIBUKO AND ASSOCIATES INC,Yes,"Shop 1262 Ngwelezana Shopping, Centre Main Road, Empangeni",Empangeni,Kwazulu Natal,035 7941262,31°51′45.155″E,28°46′25.658″S,View Map
508454,VAN NIEKERK,Yes,"28 Cnr Victoria Road & Rooibok, Avenue, Newcastle",Newcastle,Kwazulu Natal,034 3124324,29°56′3.476″E,27°44′21.808″S,View Map
517585,DEVANATHAN,Yes,"78 Meadow Road, Savannah Park",Durban,Kwazulu Natal,031 7061637,30°50′55.32″E,29°53′3.84″S,View Map
561339,NGCOBO S R AND KHANYILE R M,Yes,"Shop Ll03 Umlazi Mega City, 50 Griffiths Mxenge Highway, Umlazi",Umlazi,Kwazulu Natal,031 9028808,30°56′18.755″E,29°57′17.291″S,View Map
606057,DR TIVOLEN GEORGE INCORPORATED,Yes,"118a Camper Drive, Havenside",Chatsworth,Kwazulu Natal,031 4006828,30°55′31.243″E,29°55′50.182″S,View Map
613975,MBONAMBI,Yes,"Jozini Health Centre, Main Road, Jozini",Jozini,Kwazulu Natal,035 5721494,32°4′5.061″E,27°25′46.796″S,View Map
629413,ERASMUS,No,"13 Jan Kemp Street, Pongola",Pongola,Kwazulu Natal,034 4132135,31°36′40.862″E,27°22′37.295″S,View Map
656143,SONI,Yes,"2 Belmont Road, Effingham Heights",Durban,Kwazulu Natal,031 5633060,,,
692514,SEBASTIAN,No,"Africa Medical Centre, 150 Mariannridge Drive, Caversham Glen",Pinetown,Kwazulu Natal,031 7001637,30°50′54.395″E,29°50′15.676″S,View Map
702676,NAIDOO,No,"North Beach Medical Centre, 37 Sol Harris Crescent, North Beach",Durban,Kwazulu Natal,031 3326060,31°1′57.9″E,29°50′30.804″S,View Map
736686,JOOSAB,Yes,"L-section, 175 Nyala Road, Kwamashu",Kwamashu,Kwazulu Natal,031 5011033,30°58′37.704″E,29°44′3.341″S,View Map
742953,ESSACK,Yes,"Shop 2 Finsbury Court, 85 West Street, South Beach",Durban,Kwazulu Natal,031 3320683,31°2′6.77″E,29°51′24.379″S,View Map
743194,DR M I ADAM INC,Yes,"39 Market Street, Mooi River",Mooi River,Kwazulu Natal,033 2631540,29°59′55.446″E,29°12′34.969″S,View Map
785997,DRS MOORAD A A AND ASMAL S,Yes,"75 Helen Joseph Road, Bulwer",Berea,Kwazulu Natal,031 2018512,31°0′2.681″E,29°51′41.253″S,View Map
794627,DR NKOSI L E AND KHUMALO S N,Yes,"Shop 28 Murchison Mall, Lyell Street, Ladysmith",Ladysmith,Kwazulu Natal,087 5270265,29°46′56.329″E,28°33′30.922″S,View Map
812870,TIW NDLOVU INC,Yes,"Stand 1316 Mahashini Section, Wembezi",Estcourt,Kwazulu Natal,036 3533795,29°47′21.731″E,29°2′42.04″S,View Map
813729,ZIMU,Yes,"Carecross Medical Centre, 125 Balcomb Street, Kwadukuza",Kwadukuza,Kwazulu Natal,032 5521716,31°17′14.971″E,29°20′24.277″S,View Map
821004,MORRIS,No,49 Scott Street,Scottburgh,Kwazulu Natal,039 9783344,,,
821772,ANANTH,Yes,"Room 11, Mobeni Heights Shopping Complex, Mobeni Heights Drive",Mobeni Heights,Kwazulu Natal,031 4002457,,,
885711,MAHARAJ,No,"Oxford Village, 9 Old Main Road, Hillcrest",Hillcrest,Kwazulu Natal,031 0010326,30°46′22.439″E,29°47′19.697″S,View Map
946656,DR P NADESAN INC,Yes,"Suite 23, 174 Underwood Road, Sarnia",Pinetown,Kwazulu Natal,031 7085797,30°52′27.1″E,29°50′8.758″S,View Map
981028,NADASEN,Yes,"70 Longcroft Drive, Lon Comfort",Durban,Kwazulu Natal,031 5007214,,,
1051830,MTHEMBE,Yes,"Shop 6, 1 Peseta Parade, Richards Bay",Richards Bay,Kwazulu Natal,035 7890322,32°2′48.387″E,28°44′52.099″S,View Map
1092987,GOVENDER,Yes,"Suite C5 Seadoone Mall, 21-37 Seadoone Road, Doonside",Kingsburgh,Kwazulu Natal,031 9033420,30°52′18.102″E,30°4′2.312″S,View Map
1401076,VAN NIEKERK,Yes,"Bazley Medical Centre, 25 Bazley Street, Port Shepstone",Port Shepstone,Kwazulu Natal,039 6821000,30°27′2.758″E,30°44′29.325″S,View Map
1402560,MAHARAJ,Yes,"Suite 2 Snib Centre, Nelson Mandela Road, Umzinto",Scottburgh/Umzinto North,Kwazulu Natal,039 9742901,30°40′0″E,30°18′15.949″S,View Map
1405136,BALGOBIND,Yes,"15 Gowran Gardens, Avoca Hills",Newlands East,Kwazulu Natal,031 5652650,31°0′18.305″E,29°45′26.712″S,View Map
